id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"a6f76663621548e1a039798784b64f10","DCGISopendata","Fri, 27 Feb 2015 20:47:47 GMT","Mon, 28 Apr 2025 19:11:55 GMT","Census Blocks in 2020","Feature Service","Census blocks are statistical areas bounded on all sides by visible features (e.g., streets, roads, streams, and railroad tracks), and by non-visible boundaries (e.g., city, town, township, county limits, and short line-of-sight extensions of streets and roads). Generally, census blocks are small in area (e.g., a block in a city). Census blocks in suburban and rural areas may be large, irregular, and bounded by a variety of features (e.g., roads, streams, and/or transmission line rights-of-way). In remote areas, census blocks may encompass hundreds of square miles. Census blocks cover all territory in the United States, Puerto Rico, and the Island areas. Blocks do not cross the boundaries of any entity for which the Census Bureau tabulates data. Census Block Numbers—Census blocks are numbered uniquely within the boundaries of each state, county, census tract with a 4-character census block number. The first character of the tabulation block number identifies the block group. A block number can only be unique by using the decennial census state (STATEFP), county (COUNTYFP), census tract (TRACTCE), and block (BLOCKCE)+. There is no consistency in block numbers from census to census.","1-Percent Public Use Microdata Area Code,106th congressional district Code,108th congressional district Code,11001,3 digit ZIP Code Tabulation Area Code,5 digit ZIP Code Tabulation Area Code,5-Percent Public Use Microdata Area Code,age,Alaska Native Regional Corporation FIPS code,American Indian/Alaska Native/Native Hawaiian Areas Census Code,Block Group,boundaries,census blocks,Census Tract Number,Consolidated City FIPS Code,County FIPS Code,County or Equivalent Entity,County or equivalent entity,County Subdivision FIPS Code,DC GIS,Demographic,demographics,District of Columbia,Elementary School District Local Education Agency Code,FIPS 55 Place Code For All Places,housing units,Land/water Flag,Legislative Session Year,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area FIPS Code,New England County Metropolitan Area FIPS Code,Number,Open Data,People,population,Primary Metropolitan Statistical Area FIPS Code,race,Rreservation or Off-reservation Trust Land Indicator,Secondary School District Local Education Agency Code,State FIPS Code,State Legislative District Lower Chamber Code,State Legislative District Upper Chamber Code,Sub-minor Civil Division FIPS Code in Puerto Rico,Table,Tabulation Block Number,Topological Faces,Traffic Analysis Zone Code,Tribal Subdivision Code,U.S.,Unified School District Local Education Agency Code,United States,Urban Area Code,Urban Growth Area Code,Voting District Code,Washington DC,census2020","Census Blocks in 2020. Census blocks are statistical areas bounded on all sides by visible features (e.g., streets, roads, streams, and railroad tracks), and by non-visible boundaries (e.g., city, town, township, county limits, and short line-of-sight extensions of streets and roads). ","/Categories/Demographic","https://www.census.gov, https://planning.dc.gov","This work is licensed under a Creative Commons Attribution 4.0 International License.","english (united states)","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/0","public","CC-BY-4.0","City of Washington, DC","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"c143846b7bf4438c954c5bb28e5d1a21","DCGISopendata","Fri, 27 Feb 2015 20:47:48 GMT","Mon, 28 Apr 2025 19:11:55 GMT","Census Block Groups in 2020","Feature Service","Standard block groups are clusters of blocks within the same census tract that have the same first digit of their 4-character census block number (e.g., Blocks 3001, 3002, 3003 to 3999 in census tract 1210.02 belong to block group 3). Current block groups do not always maintain these same block number to block group relationships due to boundary and feature changes that occur throughout the decade. For example, block 3001 might move due to a change in the census tract boundary. Even if the block is no longer in block group 3, the block number (3001) will not change. However, the GEOID for that block, identifying block group 3, would remain the same in the attribute information in the TIGER/Line Shapefiles because block GEOIDs are always built using the decennial geographic codes. Block groups delineated for the 2020 Census generally contain 600 to 3,000 people. Local participants delineated most block groups as part of the Census Bureau's PSAP. The Census Bureau delineated block groups only where a local or tribal government declined to participate or where the Census Bureau could not identify a potential local participant. A block group usually covers a contiguous area. Each census tract contains one or more block groups and block groups have unique numbers within census tract. Within the standard census geographic hierarchy, block groups never cross county or census tract boundaries, but may cross the boundaries of county subdivisions, places, urban areas, voting districts, congressional districts, and AIANNH areas. Block groups have a valid range of zero (0) through nine (9). Block groups beginning with a zero generally are in coastal and Great Lakes water and territorial seas. Rather than extending a census tract boundary into the Great Lakes or out to the 3-mile territorial sea limit, the Census Bureau delineated some census tract boundaries along the shoreline or just offshore.","age,census,census blocks groups,dc,DC GIS,Demographic,demographics,District of Columbia,housing units,People,population,race,tract,Washington DC,census2020","Census Block Groups in 2020. Standard block groups are clusters of blocks within the same census tract that have the same first digit of their 4-character census block number. Block groups delineated for the 2020 Census generally contain 600 to 3,000 people. Local participants delineated most block groups as part of the Census Bureau's PSAP. The Census Bureau delineated block groups only where a local or tribal government declined to participate or where the Census Bureau could not identify a potential local participant.","/Categories/Demographic","https://www.census.gov, https://planning.dc.gov","This work is licensed under a Creative Commons Attribution 4.0 International License.","english (united states)","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/2","public","CC-BY-4.0","City of Washington, DC","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"c45c42377c6747f292c8ae5c11e67719","DCGISopendata","Thu, 23 Jun 2022 13:58:11 GMT","Mon, 28 Apr 2025 19:11:55 GMT","ACS Social Characteristics DC Experimental","Feature Service","Experimenal Household type, Education, Disability, Language, Computer/Internet Use variables. Due to the impact of the COVID-19 pandemic, instead of providing the standard 1-year data products, the Census Bureau released experimental estimates from the 1-year data. This includes a limited number of data tables for the nation, states, and the District of Columbia. Please visting the following webpage for details. https://www.census.gov/programs-surveys/acs/data/experimental-data.html Contact: District of Columbia, Office of Planning. Email: planning@dc.gov. Geography: District-wide. Current Vintage: 2020. ACS Table(s): Social - Experimental. Data downloaded from: Census Bureau's API for American Community Survey. Date of API call: March 18, 2022. National Figures: data.census.gov. Please cite the Census and ACS when using this data. Data Note from the Census: Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. Data processed using R statistical package and ArcGIS Desktop. Margin of Error was not included in this layer but is available from the Census Bureau. Contact the Office of Planning for more information about obtaining Margin of Error values.","American Community Survey,census bureau,Computer,Disability,district of columbia,District-Wide,Education,Household,Internet Use,Language,Social Characteristics,washington dc,experimental,1-year,covid-19,coronavirus","Due to the impact of the COVID-19 pandemic, instead of providing the standard 1-year data products, the Census Bureau released experimental estimates from the 1-year data. These are 1-year estimates shown by District of Columbia boundaries.","/Categories/Demographic/Social Characteristics","Office of Planning, Census Bureau","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/55","public","CC-BY-4.0","D.C. Office of the Chief Technology Officer","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"c87ca1df238c4e37be4c297d3af3adf9","DCGISopendata","Mon, 25 Jan 2021 18:56:04 GMT","Mon, 28 Apr 2025 19:11:55 GMT","ACS 5-Year Economic Characteristics DC","Feature Service","Employment, Commuting, Occupation, Income, Health Insurance, Poverty, and more. This service is updated annually with American Community Survey (ACS) 5-year data. Contact: District of Columbia, Office of Planning. Email: planning@dc.gov. Geography: District-wide. Current Vintage: 2019-2023. ACS Table(s): DP03. Data downloaded from: Census Bureau's API for American Community Survey. Date of API call: January 2, 2025. National Figures: data.census.gov. Please cite the Census and ACS when using this data. Data Note from the Census: Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, see Accuracy of the Data). The effect of nonsampling error is not represented in these tables. Data Processing Notes: This layer is updated automatically when the most current vintage of ACS data is released each year, usually in December. The layer always contains the latest available ACS 5-year estimates. It is updated annually within days of the Census Bureau's release schedule. Boundaries come from the US Census TIGER geodatabases. Boundaries are updated at the same time as the data updates (annually), and the boundary vintage appropriately matches the data vintage as specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2020 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500k TIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters). Field alias names were created based on the Table Shells file available from the American Community Survey Summary File Documentation page. Data processed using R statistical package and ArcGIS Desktop. Margin of Error was not included in this layer but is available from the Census Bureau. Contact the Office of Planning for more information about obtaining Margin of Error values.","Economic Characteristics,District-Wide,district of columbia,dc,washington dc,american community survey,acs","This layer contains the most current release of data from the American Community Survey (ACS) about economic characteristics. These are 5-year estimates shown by District of Columbia boundaries.","/Categories/Demographic/Economic Characteristics","Office of Planning","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/40","public","CC-BY-4.0","City of Washington, DC","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"cc80ef2cd9cd47b6a831c54a58540af2","DCGISopendata","Thu, 02 Sep 2021 14:17:05 GMT","Mon, 28 Apr 2025 19:11:55 GMT","Census Block Groups in 2010","Feature Service","The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database. The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts. However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.","Washington DC,DC GIS,District of Columbia,Demographic,People,dc,census,tract,population,age,housing","Census Block Groups in 2010. The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database. The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts. However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.","/Categories/Demographic/Demographic Characteristics","https://www.census.gov, https://planning.dc.gov","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/51","public","CC-BY-4.0","U.S. Department of Commerce, U.S. Census Bureau, Geography Division","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"cfa155f3c0dc4088bf5c59e8f6b3584d","DCGISopendata","Mon, 25 Jan 2021 19:20:15 GMT","Mon, 28 Apr 2025 19:11:55 GMT","ACS 5-Year Social Characteristics DC Census Tract","Feature Service","Household type, Education, Disability, Language, Computer/Internet Use, and more. This service is updated annually with American Community Survey (ACS) 5-year data. Contact: District of Columbia, Office of Planning. Email: planning@dc.gov. Geography: Census Tracts. Current Vintage: 2019-2023. ACS Table(s): DP02. Data downloaded from: Census Bureau's API for American Community Survey. Date of API call: January 2, 2025. National Figures: data.census.gov. Please cite the Census and ACS when using this data. Data Note from the Census: Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, see Accuracy of the Data). The effect of nonsampling error is not represented in these tables. Data Processing Notes: This layer is updated automatically when the most current vintage of ACS data is released each year, usually in December. The layer always contains the latest available ACS 5-year estimates. It is updated annually within days of the Census Bureau's release schedule. Boundaries come from the US Census TIGER geodatabases. Boundaries are updated at the same time as the data updates (annually), and the boundary vintage appropriately matches the data vintage as specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2020 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500k TIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters). Field alias names were created based on the Table Shells file available from the American Community Survey Summary File Documentation page. Data processed using R statistical package and ArcGIS Desktop. Margin of Error was not included in this layer but is available from the Census Bureau. Contact the Office of Planning for more information about obtaining Margin of Error values.","Social Characteristics,Census Tracts,district of columbia,dc,washington dc,american community survey,acs","This layer contains the most current release of data from the American Community Survey (ACS) about social characteristics. These are 5-year estimates shown by 2020 Census Tract boundaries.","/Categories/Demographic/Social Characteristics","Office of Planning","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/47","public","CC-BY-4.0","City of Washington, DC","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"d797d6108ffd4983bb64efb0e278512d","DCGISopendata","Fri, 27 Feb 2015 20:47:55 GMT","Mon, 28 Apr 2025 19:11:55 GMT","Census Tracts in 1960","Feature Service","Census Year 1960 Census Tracts. The dataset contains polygons representing CY 1960 census tracts, created as part of the D.C. Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Census tracts were identified from maps provided by the U.S. Census Bureau and the D.C. Office of Planning. The tract polygons were created by selecting street arcs from the WGIS planimetric street centerlines. Where necessary, polygons were also heads-up digitized from 1995/1999 orthophotographs.","Census,Census Tract,District of Columbia,Government Jurisdiction,society,Tract,demographic,washington dc,district of columbia","This data is used for the planning and management of Washington, D.C. by local government agencies.","/Categories/Demographic/Demographic Characteristics","D.C. Office of Planning, U.S. Census Bureau","This work is licensed under a Creative Commons Attribution 4.0 International License.","english (united states)","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/13","public","CC-BY-4.0","D.C. Office of the Chief Technology Officer","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"e2af8cde18c04d29a4674fc88f869d73","DCGISopendata","Fri, 17 Mar 2023 17:15:45 GMT","Mon, 28 Apr 2025 19:11:55 GMT","ACS 1-Year Business Characteristics DC","Feature Service","This layer contains data on the number of employees and the number of establishments for selected 2-digit North American Industry Classification System (NAICS) codes from the the United States Census Bureau's County Business Patterns Program (CBP). This is shown by District boundaries. The full CBP data set (available at census.gov) is updated annually to contain the most currently released CBP data. Contact: District of Columbia, Office of Planning. Email: planning@dc.gov. Current Vintage: 2022 CBP Table: CB2000CBP. Data downloaded from: Census Bureau's API for County Business Patterns. Date of API call: January 2, 2025. Please cite the Census Bureau and CBP when using this data. Data Processing Notes: Boundaries come from the US Census Bureau TIGER geodatabases. Boundaries are updated at the same time as the data updates (annually), and the boundary vintage appropriately matches the data vintage as specified by the Census Bureau. Downloaded data processed by the Office of Planning on R statistical software and ESRI ArcGIS Desktop. Blank values represent industries where there either were no businesses in that industry and that geography OR industries where the data had to be withheld to avoid disclosing data for individual companies. Users should visit data.census.gov for details on these withheld records.","Business Characteristics,District-Wide,district of columbia,dc,washington dc,american community survey,acs","This layer contains 2022 data from the U.S. Census Bureau’s County Business Patterns (CBP) program, which includes data on employer businesses by North American Industry Classification System (NAICS) industry.","/Categories/Demographic/Business Characteristics","Office of Planning","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/56","public","CC-BY-4.0","City of Washington, DC","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"f88d947d0ba945b688e00a46d6cbcd6c","DCGISopendata","Fri, 27 Feb 2015 20:47:52 GMT","Mon, 28 Apr 2025 19:11:55 GMT","Census Tracts in 2000","Feature Service","The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation. Face refers to the areal (polygon) topological primitives that make up MTDB. A face is bounded by one or more edges; its boundary includes only the edges that separate it from other faces, not any interior edges contained within the area of the face. The Topological Faces Shapefile contains the attributes of each topological primitive face. Each face has a unique topological face identifier (TFID) value. Each face in the shapefile includes the key geographic area codes for almost all geographic areas for which the Census Bureau tabulates data for both the 2010 Census and Census 2000. The geometries of each of these geographic areas can then be built by dissolving the face geometries on the appropriate key geographic area codes in the Topological Faces Shapefile.","1-Percent Public Use Microdata Area Code,106th congressional district Code,108th congressional district Code,11001,3 digit ZIP Code Tabulation Area Code,5 digit ZIP Code Tabulation Area Code,5-Percent Public Use Microdata Area Code,Alaska Native Regional Corporation FIPS code,American Indian/Alaska Native/Native Hawaiian Areas Census Code,Block Group,boundaries,Census Tract Number,Consolidated City FIPS Code,County FIPS Code,County or equivalent entity,County or Equivalent Entity,County Subdivision FIPS Code,District of Columbia,Elementary School District Local Education Agency Code,FIPS 55 Place Code For All Places,Land/water Flag,Legislative Session Year,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area FIPS Code,New England County Metropolitan Area FIPS Code,Number,Primary Metropolitan Statistical Area FIPS Code,Rreservation or Off-reservation Trust Land Indicator,Secondary School District Local Education Agency Code,State FIPS Code,State Legislative District Lower Chamber Code,State Legislative District Upper Chamber Code,Sub-minor Civil Division FIPS Code in Puerto Rico,Table,Tabulation Block Number,Topological Faces,Traffic Analysis Zone Code,Tribal Subdivision Code,U.S.,Unified School District Local Education Agency Code,United States,Urban Area Code,Urban Growth Area Code,Voting District Code","In order for others to use the information in the Census MAF/TIGER database in a geographic information system (GIS) or for other geographic applications, the Census Bureau releases to the public extracts of the database in the form of TIGER/Line Shapefiles.","/Categories/Demographic/Demographic Characteristics","D.C. Office of Planning, U.S. Census Bureau","This work is licensed under a Creative Commons Attribution 4.0 International License.","english (united states)","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/9","public","CC-BY-4.0","D.C. Office of the Chief Technology Officer","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"fb7809459d3d44dab7509402d755b1c1","DCGISopendata","Fri, 27 Feb 2015 20:47:53 GMT","Mon, 28 Apr 2025 19:11:55 GMT","Census Tracts in 1980","Feature Service","Census Year 1980 Census Tracts. The dataset contains polygons representing CY 1980 census tracts, created as part of the D.C. Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Census tracts were identified from maps provided by the U.S. Census Bureau and the D.C. Office of Planning. The tract polygons were created by selecting street arcs from the WGIS planimetric street centerlines. Where necessary, polygons were also heads-up digitized from 1995/1999 orthophotographs.","Census,Census Tract,Demographic,District of Columbia,Government Jurisdiction,Open Data,Tract,Washington,Washington DC,demographic","This data is used for the planning and management of Washington, D.C. by local government agencies.","/Categories/Demographic/Demographic Characteristics","D.C. Office of Planning, U.S. Census Bureau","This work is licensed under a Creative Commons Attribution 4.0 International License.","english (united states)","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/11","public","CC-BY-4.0","D.C. Office of the Chief Technology Officer","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"fdbc8f7c0b394fae8903b4b0be9a8e15","DCGISopendata","Mon, 25 Jan 2021 19:16:57 GMT","Mon, 28 Apr 2025 19:11:55 GMT","ACS 5-Year Social Characteristics DC","Feature Service","Household type, Education, Disability, Language, Computer/Internet Use, and more. This service is updated annually with American Community Survey (ACS) 5-year data. Contact: District of Columbia, Office of Planning. Email: planning@dc.gov. Geography: District-wide. Current Vintage: 2019-2023. ACS Table(s): DP02. Data downloaded from: Census Bureau's API for American Community Survey. Date of API call: January 2, 2025. National Figures: data.census.gov. Please cite the Census and ACS when using this data. Data Note from the Census: Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, see Accuracy of the Data). The effect of nonsampling error is not represented in these tables. Data Processing Notes: This layer is updated automatically when the most current vintage of ACS data is released each year, usually in December. The layer always contains the latest available ACS 5-year estimates. It is updated annually within days of the Census Bureau's release schedule. Boundaries come from the US Census TIGER geodatabases. Boundaries are updated at the same time as the data updates (annually), and the boundary vintage appropriately matches the data vintage as specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2020 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500k TIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters). Field alias names were created based on the Table Shells file available from the American Community Survey Summary File Documentation page. Data processed using R statistical package and ArcGIS Desktop. Margin of Error was not included in this layer but is available from the Census Bureau. Contact the Office of Planning for more information about obtaining Margin of Error values.","Social Characteristics,District-Wide,district of columbia,dc,washington dc,american community survey,acs","This layer contains the most current release of data from the American Community Survey (ACS) about social characteristics. These are 5-year estimates shown by District of Columbia boundaries.","/Categories/Demographic/Social Characteristics","Office of Planning","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/46","public","CC-BY-4.0","City of Washington, DC","-77.14074011718749,38.77479683242797,-76.89354773437499,39.00962959609984",""
"b4b3469c085344edb1f5ba722c979d09","DCGISopendata","Mon, 28 Apr 2025 18:15:50 GMT","Mon, 28 Apr 2025 18:19:55 GMT","Floodplains Outline from 2023","Feature Service","The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA), and any Letters of Map Revision (LOMRs) that have been issued against those databases since their publication date. It is updated on a monthly basis. The FIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper FIRMs. The FIRM Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The FIRM Database is derived from Flood Insurance Studies (FISs), previously published FIRMs, flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by FEMA. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all FIRM Databases and corresponding LOMRs available on the publication date of the data set. The specification for the horizontal control of FIRM Databases is consistent with those required for mapping at a scale of 1:12,000. This file is georeferenced to the Earth's surface using the Geographic Coordinate System (GCS) and North American Datum of 1983.For more information, visit https://msc.fema.gov/portal/home.","washington dc,dc,district of columbia,environment floodplain,water,insurance,fema,firm,DOEE","The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP).","/Categories/Environment/Water and Sewer","Federal Emergency Management Agency","This work is licensed under a Creative Commons Attribution 4.0 International License. The hardcopy FIRM and FIRM Database and the accompanying FIS are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally match the hardcopy map exactly. Acknowledgement of FEMA would be appreciated in products derived from these data.","en-us","https://maps2.dcgis.dc.gov/DCGIS/rest/services/DCGIS_DATA/Environment_Flood_WebMercator/MapServer/0","public","CC-BY-4.0","Federal Emergency Management Agency","-77.1198999999987,38.79159999999934,-76.9089999999987,38.995999999999334",""
"2e43cc87ea004602af8481175ffe9a37","DCGISopendata","Mon, 28 Apr 2025 18:05:43 GMT","Mon, 28 Apr 2025 18:14:48 GMT","Floodplains from 2023","Feature Service","The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA), and any Letters of Map Revision (LOMRs) that have been issued against those databases since their publication date. It is updated on a monthly basis. The FIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper FIRMs. The FIRM Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The FIRM Database is derived from Flood Insurance Studies (FISs), previously published FIRMs, flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by FEMA. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all FIRM Databases and corresponding LOMRs available on the publication date of the data set. The specification for the horizontal control of FIRM Databases is consistent with those required for mapping at a scale of 1:12,000. This file is georeferenced to the Earth's surface using the Geographic Coordinate System (GCS) and North American Datum of 1983.For more information, visit https://msc.fema.gov/portal/home.","Washington DC,DC GIS,District of Columbia,Environment,Environmental,floodplain,water,insurance,fema,firm,dc","Location and attributes for flood insurance risk zones on the FIRM. The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP).","/Categories/Environment/Water and Sewer","Federal Emergency Management Agency","This work is licensed under a Creative Commons Attribution 4.0 International License. The hardcopy FIRM and FIRM Database and the accompanying FIS are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally match the hardcopy map exactly. Acknowledgement of FEMA would be appreciated in products derived from these data.","en-us","https://maps2.dcgis.dc.gov/DCGIS/rest/services/DCGIS_DATA/Environment_Flood_WebMercator/MapServer/1","public","CC-BY-4.0","Federal Emergency Management Agency","-77.1198959999987,38.79158199999934,-76.90901599999869,38.99596699999935",""
"2528ea44e18a4a56af9499e8fad54586","matthew.sokol@dc.gov_DCGIS","Wed, 04 Dec 2024 18:05:07 GMT","Thu, 24 Apr 2025 12:59:42 GMT","Chief Data Officer's Annual Report 2025","StoryMap","The Government of the District of Columbia continues its strategic investment in data as a critical asset to support the government, residents, and businesses of Washington, D.C. These investments have proven to be invaluable for Mayoral initiatives, data driven decision making, increasing transparency, and more efficient use and sharing of government data. Making data better through technology, processes, and people, alongside policy, has allowed the District Government to work more cohesively when collecting, integrating, analyzing, and governing its data. This results in improving how the government delivers valuable District services for residents. In 2024, our data programs continued to provide high value in the city's effort to enhance and improve digital services for District agencies, residents, and businesses including:","cdo,chief data officer,edi,enterprise dataset inventory,washington dc,district of columbia,dc,government operations,octo","Government of the District of Columbia","/Categories/Government Operations","Office of the Chief Technology Officer","This work is licensed under a Creative Commons Attribution 4.0 International License.","en","https://storymaps.arcgis.com/stories/2528ea44e18a4a56af9499e8fad54586","public","CC-BY-4.0","Office of the Chief Technology Officer","-77.17587487792707,38.78699999999869,-76.8933375244115,39.000999999998676",""
"e1897aac41cc4af8ab4da72ae39a73bc","DCGISopendata","Tue, 04 May 2021 20:20:51 GMT","Mon, 21 Apr 2025 19:49:02 GMT","MAR Web Services","Hub Page","The MAR API and Web Services provide a variety of methods to perform geocoding and address verification. Developers can create single address lookup or batch processing through the MAR. The MAR 2 API provides RESTful services with json outputs while the Legacy MAR web services use SOAP services with xml and json outputs. This page provides information about all MAR services and examples of their usage. DO NOT DELETE OR MODIFY THIS ITEM. This item is managed by the ArcGIS Hub application. To make changes to this page, please visit https://DCGIS.hub.arcgis.com:/overview/edit.","mardata,master address repository,opendata.dc.gov","The MAR is a SOAP web service with multiple geocoding and address verification operations. This page includes information and examples for using the MAR to look up information about locations within DC through a code based querying interfaces.","/Categories/Location","Office of the Chief Technology Officer","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us",,"public","CC-BY-4.0","City of Washington, DC","-77.22575918267839,38.786658888995845,-76.81253535472528,39.00086195800861",""
